,Credit Amount,gender,Education level,Marital Status,Age,Y,totall bill statement,total amount paid,avg repayment
14051,210000,2,1,2,34,0,305380,6340,-1.0
14052,300000,2,1,2,26,0,10815,10374,-1.0
14053,70000,2,2,2,49,0,3112,2939,-1.0
14054,30000,2,2,2,40,0,13097,13653,-1.0
14055,30000,2,2,1,51,0,75981,4378,0.0
14056,80000,2,2,1,30,0,397304,21764,0.0
14057,180000,2,1,1,37,0,115153,94516,-1.0
14058,360000,2,1,1,28,0,653397,45950,-0.0
14059,50000,1,2,1,46,0,223101,14500,0.0
14060,170000,1,5,1,35,0,454696,21264,0.0
14061,230000,2,2,1,40,0,369,369,-2.0
14062,500000,1,1,1,44,0,124629,134787,-1.0
14063,30000,1,2,2,26,1,77653,4500,2.0
14064,120000,1,1,2,31,1,18431,24215,-1.0
14065,200000,1,1,2,38,1,15527,12703,-2.0
14066,60000,2,3,1,38,0,88472,18047,-0.0
14067,140000,1,2,2,39,0,840238,28200,1.0
14068,50000,1,3,2,44,0,137508,6000,-0.0
14069,90000,2,2,1,35,0,74081,69516,-1.0
14070,150000,2,1,2,28,0,5415,4522,-1.0
14071,250000,2,3,2,29,0,35143,63257,-1.0
14072,100000,2,2,2,24,1,153852,92742,1.0
14073,320000,1,1,1,43,1,113838,15000,-0.0
14074,50000,1,3,2,31,0,154834,4165,0.0
14075,90000,2,1,2,28,1,374398,20000,2.0
14076,250000,1,2,2,42,0,1352892,54000,0.0
14077,120000,2,2,2,27,0,505371,135593,0.0
14078,140000,2,3,2,24,0,566265,24436,0.0
14079,330000,2,1,2,34,0,180257,81523,-0.0
14080,500000,1,1,1,33,0,20418,12018,-1.0
14081,30000,1,2,2,24,0,5527,2340,-0.0
14082,80000,1,1,1,41,1,495075,25000,2.0
14083,320000,1,1,1,40,0,6854,6890,-1.0
14084,600000,1,2,1,50,1,1430908,55187,0.0
14085,200000,2,2,2,36,1,472529,18600,2.0
14086,240000,2,2,2,39,0,1027436,29000,0.0
14087,30000,1,2,1,54,0,61714,6887,1.0
14088,20000,1,2,2,33,0,28599,9779,-1.0
14089,130000,2,1,2,32,0,543599,28559,0.0
14090,190000,1,3,1,38,0,605484,24000,0.0
14091,470000,2,1,1,46,0,287753,34000,0.0
14092,50000,2,1,2,29,0,107866,9146,1.0
14093,250000,2,2,1,33,0,43793,11290,0.0
14094,500000,2,1,1,45,0,1353831,118855,0.0
14095,500000,1,1,2,28,0,802273,111443,0.0
14096,60000,2,1,2,25,0,94232,5600,0.0
14097,20000,1,2,1,61,1,83161,3846,2.0
14098,50000,1,2,1,50,0,36750,5000,-1.0
14099,20000,1,2,1,45,1,136894,9219,1.0
14100,140000,1,1,2,27,0,57197,18800,0.0
14101,80000,2,2,1,53,0,201325,8162,0.0
14102,110000,2,2,1,29,0,640413,25818,0.0
14103,360000,2,1,2,39,0,72802,72338,-2.0
14104,50000,2,5,2,21,0,38518,13000,0.0
14105,380000,1,1,1,52,0,7535,5398,-1.0
14106,50000,2,2,1,38,0,137920,100234,-0.0
14107,300000,2,2,1,49,0,18796,37005,-0.0
14108,360000,1,1,1,29,0,168250,6478,-0.0
14109,60000,2,2,2,23,0,177125,8966,1.0
14110,30000,1,2,2,29,0,25630,20830,-0.0
14111,120000,1,1,2,28,0,91689,10116,1.0
14112,50000,2,1,2,26,0,31164,29775,-1.0
14113,150000,2,2,1,40,0,140829,102416,-0.0
14114,50000,2,2,2,23,1,4412,464,-0.0
14115,50000,2,2,2,23,0,240430,14435,0.0
14116,50000,2,2,1,39,1,2340,2340,-1.0
14117,550000,2,1,2,28,0,1454123,49490,0.0
14118,190000,1,2,1,37,0,182915,2170,0.0
14119,310000,2,2,1,37,0,253323,9632,0.0
14120,110000,1,3,2,49,0,478206,37067,0.0
14121,160000,2,2,1,27,0,282350,7179,-0.0
14122,200000,2,1,2,32,0,1229452,51450,0.0
14123,300000,1,1,2,29,0,4176,4176,-1.0
14124,150000,2,2,2,28,0,489000,19141,0.0
14125,90000,1,6,1,57,0,585,585,-2.0
14126,210000,2,1,2,26,0,185097,158925,-0.0
14127,360000,2,1,1,33,0,78969,88173,-1.0
14128,150000,1,1,2,28,1,22521,59082,-0.0
14129,100000,2,2,1,34,0,1508,1479,-0.0
14130,180000,2,1,2,26,0,24689,20377,-2.0
14131,270000,1,2,1,39,0,647822,43496,0.0
14132,60000,1,2,2,53,0,255836,15000,0.0
14133,220000,2,2,1,33,1,1179286,34203,1.0
14134,200000,1,1,2,60,0,89838,77195,-1.0
14135,120000,2,2,2,54,0,87475,10782,0.0
14136,500000,1,1,2,43,0,391121,422432,-1.0
14137,50000,1,5,2,26,0,0,0,-2.0
14138,30000,1,5,2,38,0,27060,1500,-1.0
14139,50000,1,2,1,35,0,204891,38729,-0.0
14140,20000,2,2,1,50,1,4209,2649,0.0
14141,240000,2,1,2,27,0,117231,26940,0.0
14142,30000,1,1,2,28,1,75808,6408,0.0
14143,70000,2,3,1,45,0,357634,12615,0.0
14144,50000,2,3,1,25,1,169768,27513,0.0
14145,500000,2,1,2,28,1,549641,37151,1.0
14146,170000,1,1,1,41,0,252308,41282,0.0
14147,20000,2,3,2,22,0,1560,1170,-1.0
14148,100000,2,2,2,27,0,529447,21551,0.0
14149,20000,1,1,2,23,0,111331,7672,1.0
14150,210000,1,3,2,27,0,107237,100883,-1.0
14151,50000,1,1,1,41,1,156990,4206,0.0
14152,20000,2,3,3,43,0,17730,10491,0.0
14153,190000,1,2,2,36,0,376853,17473,0.0
14154,20000,1,2,1,35,0,17196,13551,-1.0
14155,220000,1,1,2,31,0,488479,24000,0.0
14156,20000,2,2,2,34,0,14140,14140,-1.0
14157,140000,2,3,1,32,0,288673,21060,0.0
14158,20000,1,2,2,27,0,140549,7300,0.0
14159,210000,2,1,1,50,1,630,540,-1.0
14160,220000,2,1,2,36,1,32402,31044,-1.0
14161,120000,2,1,1,38,1,25080,24100,-1.0
14162,50000,1,2,2,25,1,56367,5507,1.0
14163,230000,2,1,2,24,0,86400,6091,1.0
14164,20000,1,3,2,23,0,99423,11900,-0.0
14165,210000,2,1,2,31,0,721317,29602,0.0
14166,210000,1,1,2,26,0,954640,37000,0.0
14167,10000,1,1,2,38,0,16528,2560,-1.0
14168,100000,2,2,2,28,1,6537,5982,-1.0
14169,30000,1,2,2,23,0,173796,7525,0.0
14170,300000,1,1,1,40,0,14222,0,-0.0
14171,140000,1,1,2,29,0,389179,17500,0.0
14172,50000,1,2,3,35,1,130341,47604,0.0
14173,200000,1,2,1,40,0,417486,145564,-0.0
14174,260000,1,1,2,33,0,2672,1656,-1.0
14175,250000,1,2,1,52,1,204259,13000,1.0
14176,500000,2,1,1,52,0,543048,465838,-2.0
14177,60000,2,3,1,44,1,179691,8228,0.0
14178,360000,2,2,2,25,0,2644,3106,-1.0
14179,90000,2,2,1,41,1,16816,0,-1.0
14180,150000,1,2,2,23,1,492038,212007,-0.0
14181,130000,1,1,2,54,0,41013,13744,-0.0
14182,120000,1,2,1,52,1,733791,31632,0.0
14183,160000,1,2,2,29,0,692818,25803,0.0
14184,500000,1,3,1,37,0,525991,35212,0.0
14185,130000,1,1,2,28,0,36100,41010,-1.0
14186,360000,2,1,2,29,0,215547,86219,-0.0
14187,120000,1,2,1,51,1,647027,40329,0.0
14188,240000,2,2,1,41,0,77813,84012,-1.0
14189,50000,1,2,2,35,0,148934,5758,0.0
14190,30000,1,2,3,27,0,86517,37724,-0.0
14191,50000,1,1,2,25,0,129008,6945,0.0
14192,80000,2,1,1,38,1,4853,3939,0.0
14193,230000,2,1,2,27,0,30792,20870,-1.0
14194,50000,1,1,1,41,0,212365,9597,0.0
14195,340000,2,1,2,42,1,1982054,327564,0.0
14196,170000,1,1,2,30,1,4440,4440,-2.0
14197,450000,2,2,2,32,0,95992,13093,0.0
14198,350000,2,1,2,36,0,32274,35263,-1.0
14199,50000,1,2,1,50,0,143648,55682,-0.0
14200,210000,2,2,2,25,0,295189,102225,-0.0
14201,290000,2,2,2,26,0,129243,14574,1.0
14202,180000,2,1,2,30,1,670225,95274,0.0
14203,230000,2,1,2,34,0,56550,14000,-0.0
14204,140000,2,2,1,27,1,680782,27558,0.0
14205,30000,2,1,2,24,1,8791,3533,0.0
14206,140000,2,1,2,26,0,700597,29558,0.0
14207,50000,1,2,1,46,0,127717,8052,0.0
14208,80000,2,2,1,22,0,11720,9779,-1.0
14209,120000,1,1,2,28,0,236253,13140,0.0
14210,400000,2,2,2,37,0,98178,103474,-2.0
14211,70000,1,2,1,43,0,310359,7272,0.0
14212,190000,2,2,2,39,1,360245,23200,0.0
14213,60000,2,2,1,40,0,231172,15031,0.0
14214,20000,2,3,1,38,0,50770,23256,-0.0
14215,30000,2,3,2,50,1,665,0,-2.0
14216,450000,1,1,1,41,0,560,2274,-2.0
14217,70000,2,1,1,38,1,409883,16500,1.0
14218,160000,2,2,1,38,0,426103,35000,-0.0
14219,140000,2,2,1,30,0,13511,12928,-1.0
14220,130000,2,1,2,26,1,57469,3964,0.0
14221,70000,2,2,2,42,1,278974,10000,2.0
14222,10000,1,3,2,34,0,52408,5186,0.0
14223,30000,2,2,2,54,0,174263,13281,1.0
14224,20000,1,1,2,42,0,34860,12024,-1.0
14225,360000,2,2,2,44,0,82811,73700,-1.0
14226,50000,1,3,2,29,1,6300,0,3.0
14227,20000,1,2,2,24,1,108616,5400,1.0
14228,110000,1,2,2,29,0,37128,31327,-1.0
14229,150000,2,1,2,40,0,590,997,-2.0
14230,140000,2,2,1,30,0,97626,8600,0.0
14231,70000,2,3,1,47,1,402099,14310,0.0
14232,80000,1,4,2,28,0,337354,7532,0.0
14233,80000,1,1,2,32,0,35489,5625,-0.0
14234,50000,1,2,2,24,0,183654,12896,0.0
14235,100000,1,1,2,27,0,164066,37000,0.0
14236,130000,2,2,2,35,0,3918,1000,-1.0
14237,400000,1,1,2,32,0,245689,35587,0.0
14238,500000,1,1,2,41,1,52169,35886,-1.0
14239,450000,1,1,2,26,0,192332,145224,-0.0
14240,80000,2,1,2,26,0,104023,4978,0.0
14241,500000,1,1,1,45,0,62160,59356,-1.0
14242,210000,2,1,2,32,0,59744,107843,-2.0
14243,440000,2,1,2,28,0,341476,20000,0.0
14244,280000,1,1,2,27,0,128748,44128,-0.0
14245,10000,1,2,1,50,1,14400,0,5.0
14246,210000,2,2,1,36,0,507995,19511,0.0
14247,100000,1,1,2,26,0,493888,18500,0.0
14248,210000,2,1,2,33,1,6309,0,-1.0
14249,500000,2,1,1,37,0,495255,188854,-1.0
14250,150000,1,1,1,39,0,373482,13986,0.0
14251,390000,2,1,1,40,0,1089127,366059,0.0
14252,100000,2,2,1,26,1,330939,12696,0.0
14253,300000,1,1,1,45,0,19650,15582,-1.0
14254,80000,1,2,1,46,0,313291,11911,0.0
14255,50000,1,2,2,22,0,183676,5393,0.0
14256,200000,2,2,2,34,0,221226,20000,0.0
14257,380000,2,1,1,42,0,21366,15686,-1.0
14258,90000,2,3,2,25,0,283232,10408,0.0
14259,50000,1,1,2,27,1,42367,3050,2.0
14260,30000,2,3,2,51,0,4947,4197,-1.0
14261,300000,1,1,1,44,0,81812,22961,0.0
14262,20000,1,3,1,57,1,25627,11567,-1.0
14263,50000,2,1,1,47,0,4678,4288,-1.0
14264,50000,1,1,2,28,0,70826,51821,-1.0
14265,70000,2,2,3,42,0,244814,37737,-0.0
14266,230000,2,1,1,34,0,642920,35301,0.0
14267,290000,2,2,1,37,0,1384653,161523,0.0
14268,240000,1,1,1,49,0,1062,1083,-1.0
14269,330000,1,1,2,32,0,9097,6316,0.0
14270,300000,1,1,1,38,0,291940,17843,-0.0
14271,160000,2,1,1,40,1,2432,2106,-1.0
14272,360000,1,1,1,36,0,216627,24000,0.0
14273,60000,2,2,3,49,1,255699,10917,1.0
14274,200000,1,1,2,42,0,1042701,43000,0.0
14275,220000,2,1,2,50,0,664056,21052,-1.0
14276,500000,2,2,1,42,0,1443598,43645,0.0
14277,10000,1,2,2,38,1,53029,3542,0.0
14278,20000,2,2,3,47,0,109478,4203,1.0
14279,50000,2,5,1,33,1,154627,33348,0.0
14280,220000,2,2,2,27,1,5564,5564,-1.0
14281,140000,1,3,1,38,1,775778,42700,2.0
14282,80000,2,1,2,27,0,275568,11757,1.0
14283,70000,2,1,2,24,0,388663,13328,0.0
14284,390000,2,1,1,32,0,147224,136165,-1.0
14285,10000,1,2,1,47,0,41434,15394,-0.0
14286,290000,1,1,2,36,0,302382,179862,-0.0
14287,280000,1,3,1,47,0,19050,19508,-1.0
14288,250000,2,2,1,29,0,480296,10831,0.0
14289,80000,2,2,1,45,1,210063,6898,1.0
14290,500000,2,2,1,37,0,1226457,58813,0.0
14291,50000,1,2,2,26,0,173812,7324,0.0
14292,20000,1,3,2,23,0,25479,29976,-0.0
14293,50000,2,2,2,23,1,98091,21669,0.0
14294,160000,2,2,1,47,1,0,0,-2.0
14296,80000,2,3,1,25,0,10554,8604,-0.0
14297,290000,2,2,1,27,0,1412491,335391,-0.0
14298,20000,1,3,1,25,0,92018,5260,0.0
14299,30000,2,2,1,37,0,179040,11650,1.0
14300,170000,1,1,2,32,0,439951,22729,0.0
14301,700000,2,1,1,36,0,2052551,95255,0.0
14302,50000,1,3,3,58,0,195490,6077,0.0
14303,200000,1,1,2,31,0,120751,128827,-1.0
14304,20000,1,2,1,27,0,89977,15900,1.0
14305,60000,1,2,1,41,0,246448,29731,0.0
14306,160000,1,3,1,42,0,1564,2436,-1.0
14307,370000,1,2,1,34,0,65199,51668,-1.0
14308,500000,2,3,2,49,0,1302007,109142,0.0
14309,500000,2,2,1,40,0,836935,323213,-2.0
14310,50000,2,1,2,22,1,155222,10950,-0.0
14311,140000,2,1,1,36,0,463555,23500,0.0
14312,210000,2,2,1,50,1,2100,2490,-1.0
14313,300000,2,1,1,56,1,0,0,-2.0
14314,60000,2,2,2,23,1,222223,10100,0.0
14315,80000,1,2,1,60,1,304913,10900,2.0
14316,50000,1,3,1,48,0,297927,21022,-0.0
14317,240000,2,2,1,44,0,87788,13186,0.0
14318,360000,2,1,2,27,0,27866,13894,0.0
14319,140000,2,1,2,24,0,96222,7402,0.0
14320,310000,1,1,1,37,0,1079136,110380,0.0
14321,20000,2,2,2,22,0,101238,10000,0.0
14322,140000,2,2,2,29,0,172187,6027,0.0
14323,440000,1,1,1,62,0,22752,8684,0.0
14324,330000,1,2,1,34,0,103298,4852,0.0
14325,60000,1,1,2,26,0,191534,8710,0.0
14326,120000,2,2,2,23,0,129249,66388,0.0
14327,290000,2,2,2,34,0,17987,21112,-1.0
14328,20000,1,2,2,26,0,91955,4870,2.0
14329,500000,2,2,1,64,1,4480,4920,-1.0
14330,20000,1,2,2,25,0,2600,1000,2.0
14331,150000,2,3,1,46,1,71490,3150,2.0
14332,490000,2,2,1,42,0,86074,52038,-1.0
14333,170000,1,2,2,24,0,588333,463185,0.0
14334,50000,2,1,2,27,1,11687,5800,1.0
14335,150000,1,2,1,40,0,427698,20657,0.0
14336,390000,1,1,2,41,0,31156,31645,-1.0
14337,380000,1,1,2,33,0,496605,19300,0.0
14338,170000,2,2,1,34,0,99109,100000,-1.0
14339,170000,2,2,1,26,0,182307,26176,0.0
14340,390000,1,1,1,36,1,804,791,-1.0
14341,30000,2,2,2,28,0,129351,6300,2.0
14342,300000,2,2,1,48,0,5417,4977,-1.0
14343,180000,2,1,2,25,0,74617,30177,-1.0
14344,360000,2,2,1,27,0,1059830,145669,0.0
14345,230000,2,2,1,42,0,42321,7500,0.0
14346,30000,1,3,2,28,1,167619,8076,1.0
14347,400000,2,2,1,45,0,103323,100573,-1.0
14348,20000,1,2,2,47,1,118796,7219,0.0
14349,100000,2,2,2,26,0,16619,18542,-1.0
14350,340000,1,2,1,43,1,-90,0,-2.0
14351,30000,2,2,2,22,0,146915,4669,0.0
14352,440000,1,3,1,38,1,5575,4806,0.0
14353,100000,1,2,1,46,0,1910,1560,-0.0
14354,30000,2,3,2,28,0,98285,4905,-0.0
14355,20000,1,2,2,43,1,118492,5137,0.0
14356,200000,1,2,1,40,0,1426990,225138,1.0
14357,180000,1,2,2,34,0,705806,24495,0.0
14358,50000,2,2,2,34,0,65227,28450,-1.0
14359,210000,2,2,2,27,0,701992,59103,0.0
14360,210000,2,2,2,24,0,585597,21430,0.0
14361,220000,2,1,1,36,0,997461,44000,0.0
14362,240000,1,1,1,36,0,1167463,48000,1.0
14363,200000,1,2,2,33,1,25488,5300,0.0
14364,20000,1,2,2,46,1,40051,1650,-1.0
14365,180000,2,1,1,33,0,82178,56216,0.0
14366,90000,2,1,2,26,1,462631,16225,0.0
14367,130000,1,3,1,56,1,2337,1755,-1.0
14368,100000,1,1,1,51,1,568160,23200,2.0
14369,450000,2,1,2,54,0,38996,46433,-1.0
14370,210000,1,2,1,42,0,509737,15544,0.0
14371,380000,2,2,2,28,0,405250,274468,0.0
14372,20000,2,2,1,39,0,113700,46596,1.0
14373,50000,2,1,2,27,0,225269,7459,0.0
14374,50000,2,1,2,24,1,17120,26904,-1.0
14375,160000,1,3,2,42,0,283673,11800,1.0
14376,450000,2,1,1,27,0,10073,10898,-1.0
14377,30000,1,3,1,47,0,110249,6829,2.0
14378,310000,2,3,1,31,0,789327,30022,0.0
14379,50000,1,3,2,26,1,271673,11300,1.0
14380,160000,1,3,2,35,0,244357,10200,0.0
14381,170000,1,1,2,31,0,13401,10716,-1.0
14382,230000,2,1,2,28,0,155115,118807,-0.0
14383,20000,1,3,2,25,0,9629,5471,-1.0
14384,50000,2,2,2,22,0,226694,90123,-2.0
14385,140000,2,3,1,25,0,277630,117276,-2.0
14386,50000,2,2,2,43,0,220735,9000,0.0
14387,280000,2,2,2,31,0,29161,27011,-2.0
14388,360000,2,1,2,31,0,2982,2771,-2.0
14389,50000,1,3,2,22,0,131442,5423,0.0
14390,20000,1,2,2,21,0,113931,30275,-0.0
14391,310000,2,2,1,34,0,239632,11621,0.0
14392,260000,2,3,2,33,0,25966,17909,-1.0
14393,80000,1,1,1,41,1,52386,3400,2.0
14394,30000,1,3,2,42,1,83104,3293,0.0
14395,340000,2,2,2,29,0,548505,23860,0.0
14396,260000,2,1,2,27,0,60116,22423,-0.0
14397,420000,2,2,1,40,0,192193,17901,0.0
14398,80000,2,1,1,54,1,89923,5941,1.0
14399,400000,1,1,1,36,0,193189,55964,-0.0
14400,460000,1,1,1,50,0,129759,99952,-1.0
14401,200000,1,2,2,39,0,199521,9535,0.0
14402,160000,1,2,1,52,0,3570,2640,0.0
14403,70000,1,1,2,26,1,47924,4400,0.0
14404,290000,1,3,2,43,0,851544,150530,-1.0
14405,120000,2,1,2,29,0,127099,9490,-0.0
14406,100000,2,1,2,26,0,190313,65523,0.0
14407,30000,2,3,1,55,0,93649,3823,0.0
14408,30000,2,1,2,23,1,98933,5509,0.0
14409,50000,2,1,2,23,0,219338,13573,0.0
14410,210000,2,1,1,39,1,19196,17213,-1.0
14411,10000,1,3,2,24,1,34625,1764,2.0
14412,250000,2,1,1,50,0,37975,23050,-2.0
14413,230000,2,2,1,31,0,30197,13716,0.0
14414,150000,1,1,2,26,0,0,0,-2.0
14415,20000,2,1,2,22,1,72425,1318,0.0
14416,150000,2,2,1,41,0,445282,16321,0.0
14417,20000,1,3,2,48,0,44949,3578,0.0
14418,400000,2,1,2,30,0,22365,58000,-1.0
14419,20000,2,2,1,40,0,119106,8000,2.0
14420,440000,2,2,1,45,1,13014,12217,1.0
14421,20000,1,2,2,26,0,4710,4051,-1.0
14422,320000,1,1,2,26,0,1896,1896,-1.0
14423,300000,1,1,1,37,0,41000,0,-1.0
14424,50000,2,3,1,24,0,118427,66088,-0.0
14425,210000,1,1,2,27,0,704442,29150,1.0
14426,350000,2,1,2,33,0,108452,209271,-1.0
14427,470000,1,1,1,33,0,13361,11010,-1.0
14428,300000,2,1,2,28,0,0,0,-2.0
14429,30000,1,2,2,25,1,6300,0,3.0
14430,210000,1,2,2,28,0,856103,34563,0.0
14431,30000,2,1,1,37,0,46190,3084,0.0
14432,200000,2,2,2,27,0,754586,28157,0.0
14433,140000,1,2,1,41,0,628006,68135,0.0
14434,50000,2,1,2,26,0,186038,4435,0.0
14435,10000,1,2,2,32,1,50583,3000,0.0
14436,390000,2,2,2,28,0,592826,51000,0.0
14437,50000,2,3,1,50,0,183487,7872,0.0
14438,50000,2,2,1,25,1,111054,10958,0.0
14439,30000,2,3,2,31,0,18348,13568,-1.0
14440,50000,2,1,2,31,1,182374,9769,3.0
14441,50000,2,1,2,33,0,48157,29492,-0.0
14442,260000,1,1,3,41,0,1493762,54081,0.0
14443,50000,2,1,2,34,0,450,1280,-2.0
14444,140000,1,1,2,28,0,19553,21032,-1.0
14445,490000,1,1,2,28,0,2437294,84592,0.0
14446,60000,2,2,2,24,1,334699,12158,0.0
14447,80000,1,1,2,39,1,403100,17500,1.0
14448,80000,1,1,2,26,0,285381,10727,0.0
14449,290000,1,1,2,28,0,942037,134681,0.0
14450,280000,1,2,2,28,0,623661,24692,0.0
14451,130000,1,2,2,29,0,673091,30300,0.0
14452,20000,1,3,1,52,0,6032,3900,-1.0
14453,50000,1,2,2,31,1,184562,6704,0.0
14454,330000,2,1,2,28,0,1018,504,1.0
14455,150000,2,3,2,40,1,100823,35186,-0.0
14456,150000,2,2,2,26,0,602446,26500,0.0
14457,210000,1,2,3,27,0,506258,20903,0.0
14458,10000,1,2,3,28,1,45471,4928,0.0
14459,300000,2,3,1,32,0,62672,5669,-0.0
14460,140000,2,2,2,35,0,611247,28606,0.0
14461,50000,2,2,2,26,0,0,9033,-2.0
14462,140000,1,1,2,30,0,5450,3700,-1.0
14463,50000,2,2,1,32,0,183481,7244,0.0
14464,500000,1,1,2,35,0,37407,26205,-0.0
14465,500000,2,3,1,36,0,317991,29367,0.0
14466,20000,1,2,2,38,0,4803,3361,-0.0
14467,420000,1,1,1,47,0,58965,52232,-1.0
14468,60000,1,2,1,37,1,156955,14000,3.0
14469,60000,1,2,1,37,0,237105,30000,0.0
14470,190000,2,2,2,35,0,657727,24000,0.0
14471,220000,1,1,1,48,1,5000,0,0.0
14472,110000,2,2,2,28,1,539258,20100,2.0
14473,290000,1,2,1,33,0,8656,8999,-1.0
14474,50000,2,2,1,25,0,210108,7460,0.0
14475,110000,2,2,2,39,0,563971,17340,0.0
14476,230000,2,2,1,35,0,13809,16359,-2.0
14477,250000,2,1,1,42,0,16240,0,-2.0
14478,100000,1,1,2,26,0,75765,22500,0.0
14479,30000,2,1,2,23,0,176505,12526,1.0
14480,230000,1,1,1,47,0,0,0,-2.0
14481,50000,1,2,1,29,1,230643,20600,0.0
14482,420000,1,1,2,33,0,6319,6699,-1.0
14483,30000,1,2,2,33,0,159974,6205,0.0
14484,20000,1,1,2,34,1,36344,6480,0.0
14485,200000,2,1,1,43,0,1040924,43000,0.0
14486,90000,2,1,2,27,0,110019,14058,2.0
14487,110000,1,3,1,45,0,261267,20900,0.0
14488,60000,2,2,2,26,0,338469,15100,0.0
14489,80000,1,1,2,35,0,161430,23518,-0.0
14490,50000,1,3,1,41,0,413644,17620,1.0
14491,180000,1,1,2,28,0,2771,4015,-1.0
14492,110000,2,2,2,39,0,667146,25330,0.0
14493,150000,2,1,1,33,0,629815,78476,0.0
14494,120000,2,2,2,30,0,532606,19648,0.0
14495,150000,1,1,2,40,0,876433,35145,0.0
14496,360000,2,3,1,42,0,52149,50287,-1.0
14497,60000,1,2,1,56,1,161880,6793,0.0
14498,480000,1,2,1,40,0,408094,14507,0.0
14499,400000,2,2,2,25,0,567638,178535,0.0
14500,60000,2,2,2,24,0,286045,14250,2.0
14501,240000,2,2,1,29,1,1257630,48364,1.0
14502,30000,2,1,2,27,0,7745,2000,-1.0
14503,240000,2,1,2,38,0,599605,241312,-0.0
14504,50000,2,2,2,23,1,70084,6396,0.0
14505,130000,2,1,2,27,0,404791,16250,0.0
14506,30000,2,2,1,49,0,156662,7915,1.0
14507,10000,1,2,1,35,0,59070,4645,0.0
14508,180000,1,2,2,27,0,382054,115041,0.0
14509,230000,2,3,2,26,0,75965,4048,0.0
14510,30000,2,1,2,27,0,173954,7000,1.0
14511,50000,1,3,1,52,0,52011,2640,1.0
14512,500000,1,1,2,30,0,555362,927325,-1.0
14513,360000,1,2,2,30,0,2000,1000,-0.0
14514,460000,2,1,1,43,0,1637652,735454,-1.0
14515,10000,2,2,2,32,0,56713,5200,0.0
14516,270000,2,1,2,32,0,341421,117309,0.0
14517,80000,1,2,1,43,0,248160,16613,0.0
14518,100000,1,1,2,32,0,525507,17904,0.0
14519,20000,1,3,1,42,1,17131,16,0.0
14520,300000,1,2,1,38,1,5524,4475,-1.0
14521,30000,2,2,2,44,0,97604,54503,-0.0
14522,160000,1,1,2,33,1,4634,3000,0.0
14523,30000,2,2,2,25,0,77155,21314,0.0
14524,160000,2,1,2,31,0,41571,42498,-1.0
14525,380000,2,1,2,31,0,694622,327405,-1.0
14526,180000,1,2,2,43,0,981085,38400,0.0
14527,100000,1,1,1,45,0,271108,9229,0.0
14528,260000,1,1,1,38,0,4796,4847,0.0
14529,180000,2,3,2,25,0,580874,21112,0.0
14530,240000,1,3,1,38,0,1279092,119000,0.0
14531,30000,1,2,3,44,1,77903,15895,0.0
14532,50000,1,2,2,26,0,112045,7200,0.0
14533,180000,2,2,1,43,0,29849,22359,-1.0
14534,20000,1,2,2,24,0,57531,22967,-0.0
14535,130000,1,2,2,31,1,187045,28951,0.0
14536,240000,1,1,1,36,0,-45,2245,-1.0
14537,160000,2,5,1,35,0,0,0,-2.0
14538,60000,1,3,2,29,1,40688,5067,0.0
14539,100000,1,3,1,35,0,457706,17135,0.0
14540,320000,2,2,2,28,0,4767,4767,-1.0
14541,110000,2,2,1,62,0,150250,16451,0.0
14542,50000,2,1,2,31,1,299735,13862,2.0
14543,50000,1,2,1,38,1,183800,9900,1.0
14544,140000,1,2,2,39,0,817446,33559,0.0
14545,80000,1,2,1,46,1,478933,18388,0.0
14546,50000,1,2,2,23,0,175750,9691,0.0
14547,140000,2,2,1,35,1,798871,26000,1.0
14548,210000,2,2,1,52,0,24796,12442,-0.0
14549,130000,1,2,1,35,0,-42487,82512,-1.0
14550,200000,2,1,2,31,1,7328,3580,-1.0
14551,110000,1,2,2,40,0,38590,9000,0.0
14552,140000,2,2,2,27,0,655284,21701,1.0
14553,20000,1,2,2,43,0,3030,2490,-1.0
14554,450000,1,2,2,30,1,3112336,532465,0.0
14555,170000,1,2,1,36,0,392836,17299,0.0
14556,170000,2,2,1,36,0,814241,28135,0.0
14557,180000,1,2,2,29,0,1046525,34405,0.0
14558,200000,1,1,1,39,0,1208047,40751,1.0
14559,80000,2,2,1,27,0,91344,9650,0.0
14560,150000,2,2,2,41,0,92357,6410,0.0
14561,160000,1,1,2,31,1,568704,19685,0.0
14562,60000,1,3,2,38,0,6097,2886,-1.0
14563,240000,2,2,1,39,1,289024,11000,2.0
14564,20000,1,2,2,24,1,38275,3249,0.0
14565,500000,1,1,2,30,0,2618662,214572,0.0
14566,280000,2,2,2,50,0,39831,58315,-1.0
14567,200000,1,1,3,50,1,1084469,40700,2.0
14568,290000,2,1,2,29,0,76147,76423,-1.0
14569,80000,2,1,2,34,1,422282,22300,1.0
14570,20000,2,3,1,61,1,39220,8000,1.0
14571,400000,2,1,2,41,0,185501,149937,-1.0
14572,30000,2,3,1,53,0,171673,39406,-0.0
14573,130000,1,1,1,34,1,511215,17764,0.0
14574,60000,1,2,1,33,0,69987,24500,-0.0
14575,20000,1,3,1,37,0,3820,3211,-1.0
14576,160000,1,2,1,43,0,3589,53009,-1.0
14577,110000,2,2,2,25,0,618095,23100,1.0
14578,230000,1,1,1,40,0,431650,15721,0.0
14579,20000,2,1,2,22,0,18356,0,-2.0
